epoch,accuracy,loss,val_accuracy,val_loss
0,0.16822753846645355,1.9301937818527222,0.18565401434898376,1.8885537385940552
1,0.21019771695137024,1.8066949844360352,0.2334739863872528,1.7503347396850586
2,0.2722858190536499,1.6723496913909912,0.27285513281822205,1.6542365550994873
3,0.301422119140625,1.5790607929229736,0.3150492310523987,1.5418270826339722
4,0.332292765378952,1.492677927017212,0.37412095069885254,1.4937846660614014
5,0.38883107900619507,1.445356011390686,0.39240506291389465,1.4346827268600464
6,0.40548041462898254,1.3746455907821655,0.39381152391433716,1.3794258832931519
7,0.43426984548568726,1.3282952308654785,0.38677918910980225,1.352136254310608
8,0.4332292675971985,1.3184878826141357,0.4767932593822479,1.2863121032714844
9,0.4675685167312622,1.2574766874313354,0.4331927001476288,1.3196784257888794
10,0.4904613196849823,1.216684341430664,0.5232067704200745,1.2507319450378418
11,0.4994797110557556,1.190438151359558,0.49507734179496765,1.1833677291870117
12,0.5195976495742798,1.1714613437652588,0.4683544337749481,1.2839405536651611
13,0.5223725438117981,1.1403584480285645,0.5597749352455139,1.1699631214141846
14,0.5546305775642395,1.06741464138031,0.5358649492263794,1.1159754991531372
15,0.5476933717727661,1.096443772315979,0.5963431596755981,1.0458707809448242
16,0.5816857218742371,1.018689751625061,0.48523205518722534,1.1100237369537354
17,0.5757890939712524,1.0281121730804443,0.5654008388519287,0.995934247970581
18,0.5889698266983032,0.9964012503623962,0.547116756439209,1.0908995866775513
19,0.5931321382522583,0.987522304058075,0.6160337328910828,0.946225643157959
20,0.6132500767707825,0.9401577115058899,0.6258790493011475,0.9321470260620117
21,0.5868886709213257,0.9777958989143372,0.5611814260482788,1.0835623741149902
22,0.6212278604507446,0.9335536956787109,0.6132208108901978,0.925065815448761
23,0.6347554922103882,0.8910488486289978,0.6666666865348816,0.9089460968971252
24,0.6368366479873657,0.9042066931724548,0.6202531456947327,1.0150041580200195
25,0.6229621767997742,0.928917407989502,0.49648383259773254,1.286876916885376
26,0.6413457989692688,0.899864137172699,0.6511955261230469,0.8492435812950134
27,0.6597294211387634,0.8373614549636841,0.5485231876373291,1.1690475940704346
28,0.6351023316383362,0.8935118317604065,0.6483825445175171,0.9102058410644531
29,0.648283064365387,0.8614243865013123,0.5358649492263794,1.0326502323150635
30,0.6631980538368225,0.8417070508003235,0.6202531456947327,0.928185760974884
31,0.6583420038223267,0.8361843228340149,0.6666666865348816,0.8181602358818054
32,0.6628512144088745,0.8388627171516418,0.5738396644592285,0.924165666103363
33,0.6295525431632996,0.9429082870483398,0.649789035320282,0.8691400289535522
34,0.6638917922973633,0.8211711645126343,0.6160337328910828,0.914005696773529
35,0.6836628317832947,0.7982751727104187,0.6708860993385315,0.8509582281112671
36,0.6701352596282959,0.8185274004936218,0.6582278609275818,0.8319919109344482
37,0.6718695759773254,0.8035939335823059,0.6849507689476013,0.8147456645965576
38,0.6749913096427917,0.809659481048584,0.5569620132446289,1.1321722269058228
39,0.6763787865638733,0.8133019208908081,0.5668073296546936,1.1074495315551758
40,0.664932370185852,0.8319351077079773,0.597749650478363,0.8830228447914124
41,0.6697884202003479,0.7940858006477356,0.7201125025749207,0.7345460057258606
42,0.6933749318122864,0.7479709386825562,0.6933895945549011,0.7663640379905701
43,0.6548733711242676,0.8680408596992493,0.6286919713020325,0.8965933322906494
44,0.6888657808303833,0.7880666255950928,0.6891701817512512,0.7559962272644043
45,0.7020464539527893,0.7370107769966125,0.7102672457695007,0.7327366471290588
46,0.6909469366073608,0.7566381096839905,0.7116736769676208,0.7504760026931763
47,0.6725633144378662,0.8072684407234192,0.7285513281822205,0.722368061542511
48,0.6899063587188721,0.7923399209976196,0.7060478329658508,0.7576940059661865
49,0.7093305587768555,0.7323768138885498,0.6413502097129822,0.9170341491699219
50,0.6722164154052734,0.8167619109153748,0.6891701817512512,0.7613049745559692
51,0.711064875125885,0.7166668772697449,0.6849507689476013,0.7539549469947815
52,0.6753382086753845,0.7962375283241272,0.6933895945549011,0.7548224925994873
53,0.7277141809463501,0.685533344745636,0.6765119433403015,0.7677087187767029
54,0.7023933529853821,0.7377692461013794,0.6751055121421814,0.7474507093429565
55,0.711064875125885,0.7104683518409729,0.7130801677703857,0.7283340692520142
56,0.7034339308738708,0.763775110244751,0.6919831037521362,0.7436057925224304
57,0.7152271866798401,0.6929263472557068,0.7102672457695007,0.7007454037666321
58,0.7336108088493347,0.6988962292671204,0.7229254841804504,0.6894592046737671
59,0.7343045473098755,0.6707202196121216,0.6891701817512512,0.7864455580711365
60,0.7062088251113892,0.7419236898422241,0.7243319153785706,0.7155382037162781
61,0.7183489203453064,0.6888242959976196,0.6680731177330017,0.7760601043701172
62,0.7072494029998779,0.7261336445808411,0.6919831037521362,0.7375855445861816
63,0.7190426588058472,0.6782593727111816,0.7440224885940552,0.645632266998291
64,0.698924720287323,0.7192798852920532,0.6736990213394165,0.7701764702796936
65,0.724245548248291,0.6809849143028259,0.6863572597503662,0.7427536249160767
66,0.7141866087913513,0.710989236831665,0.697609007358551,0.6988956928253174
67,0.711064875125885,0.698725700378418,0.7243319153785706,0.6898356676101685
68,0.7041276693344116,0.6989849805831909,0.6568213701248169,0.7522027492523193
69,0.7356919646263123,0.6483917832374573,0.7257384061813354,0.6604506969451904
70,0.7440166473388672,0.6429680585861206,0.7454289793968201,0.6306185722351074
71,0.7259798645973206,0.6744858026504517,0.6666666865348816,0.8885603547096252
72,0.7225112915039062,0.7082844972610474,0.7369901537895203,0.647053062915802
73,0.7284079194068909,0.6543987989425659,0.6300984621047974,0.8885613679885864
74,0.7408949136734009,0.6250574588775635,0.7355836629867554,0.6277843117713928
75,0.7558099031448364,0.6046074032783508,0.6779184341430664,0.7107346653938293
76,0.7384668588638306,0.6441953778266907,0.7201125025749207,0.6680935025215149
77,0.7263267636299133,0.6625322103500366,0.6708860993385315,0.8725816011428833
78,0.7506070137023926,0.6054057478904724,0.7285513281822205,0.6241046190261841
79,0.7353451251983643,0.6487333178520203,0.7327707409858704,0.6245930790901184
80,0.744710385799408,0.6433776021003723,0.7327707409858704,0.6458882093429565
81,0.7547693252563477,0.5887990593910217,0.7088607549667358,0.7018011808395386
82,0.7429760694503784,0.636341392993927,0.7060478329658508,0.6917805075645447
83,0.736732542514801,0.629227876663208,0.7172995805740356,0.7114272117614746
84,0.7381200194358826,0.6436724066734314,0.7201125025749207,0.7022189497947693
85,0.7495664358139038,0.6226744651794434,0.7369901537895203,0.592883288860321
86,0.7603191137313843,0.5854970812797546,0.7215189933776855,0.7672761082649231
87,0.7537287473678589,0.5951502919197083,0.7637130618095398,0.5780791640281677
88,0.7384668588638306,0.6598760485649109,0.694796085357666,0.7341688871383667
89,0.7776621580123901,0.5719076991081238,0.6343178749084473,1.0459200143814087
90,0.7540755867958069,0.6404978036880493,0.7116736769676208,0.6749966740608215
91,0.7748872637748718,0.5537527203559875,0.7679324746131897,0.5805656313896179
92,0.7540755867958069,0.6037613153457642,0.7215189933776855,0.645293653011322
93,0.7658689022064209,0.5748185515403748,0.7383966445922852,0.6035402417182922
94,0.7478321194648743,0.6530730128288269,0.7735583782196045,0.581796407699585
95,0.7672563195228577,0.5887041091918945,0.75527423620224,0.5994793176651001
96,0.7835587859153748,0.5374072790145874,0.7482419013977051,0.5792376399040222
97,0.7748872637748718,0.5353332161903381,0.7609001398086548,0.573112964630127
98,0.744710385799408,0.6266834735870361,0.7988747954368591,0.5163188576698303
99,0.7672563195228577,0.5683736801147461,0.7791842222213745,0.534278929233551
100,0.770031213760376,0.5583809614181519,0.74964839220047,0.5865684747695923
101,0.7748872637748718,0.5505186319351196,0.75527423620224,0.5983970761299133
102,0.7637877464294434,0.5846897959709167,0.7426160573959351,0.5818746089935303
103,0.7904959917068481,0.5107240080833435,0.7355836629867554,0.6205170750617981
104,0.7516475915908813,0.6032442450523376,0.7440224885940552,0.5986701250076294
105,0.7669094800949097,0.5794384479522705,0.7679324746131897,0.5536509156227112
106,0.7842525243759155,0.5354232788085938,0.6919831037521362,0.7541078329086304
107,0.7793964743614197,0.542267918586731,0.7890295386314392,0.49470847845077515
108,0.7800902128219604,0.5356317162513733,0.7046413421630859,0.8043076395988464
109,0.7856399416923523,0.5362091660499573,0.7412095665931702,0.5876126885414124
110,0.7901491522789001,0.503207802772522,0.7116736769676208,0.6267032623291016
111,0.7908428907394409,0.5153197646141052,0.8045006990432739,0.5140282511711121
112,0.7644814252853394,0.5864480137825012,0.7538678050041199,0.570630669593811
113,0.7793964743614197,0.5458805561065674,0.746835470199585,0.5959241986274719
114,0.7866805195808411,0.5229225158691406,0.7960618734359741,0.5094038844108582
115,0.8029829859733582,0.4990765452384949,0.7482419013977051,0.609860897064209
116,0.7904959917068481,0.5154314637184143,0.7834036350250244,0.6288323998451233
117,0.782171368598938,0.5411437153816223,0.7412095665931702,0.577407956123352
